org_name,city,state,zip,npi,clia,license_id,lab_type,engine_score,money_score,pain_score,fit_score,tier,rule_score,priority,signals
CANCER GENETICS INC,LOS ANGELES,CA,900331057,1740651173,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: CA
"CENTURION TOXICOLOGY SERVICES,LLC",ANAHEIM,CA,928081260,1598164998,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: CA
CHABADO GENOMICS INC,TORRANCE,CA,905032165,1962956201,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: CA
CLINTOX LABORATORIES INC.,LOS ANGELES,CA,900041306,1073972980,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: CA
"CONVERGENT GENOMICS, INC.",SOUTH SAN FRANCISCO,CA,940801902,1922757210,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: CA
CUTTING EDGE GENOMICS,TORRANCE,CA,905054753,1104290436,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: CA
"DISCOVERY GENOMICS, INC.",IRVINE,CA,926173028,1790333227,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: CA
EMPOWER GENOMICS CORP,ESCONDIDO,CA,920253873,1982360004,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: CA
DRUG TESTING INC,MONTROSE,CO,814014137,1720835077,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: drug testing;Priority market: CO
DURANGO TOXICOLOGY LLC,DURANGO,CO,813013611,1295131886,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: CO
HOME GENETICS LTD,COMMERCE CITY,CO,800228434,1508431842,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: CO
"KIMBALL GENETICS, INC.",DENVER,CO,802461801,1649394917,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: CO
MAX TOXICOLOGY LLC,DURANGO,CO,813013611,1407252083,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: CO
MOUNTAIN TOP TOXICOLOGY LLC,DURANGO,CO,813013611,1457757049,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: CO
"RCL GENOMICS CLINICAL LABORATORIES, LLC",AURORA,CO,800142687,1619680675,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: CO
ROCKY TOXICOLOGY LLC,DURANGO,CO,813013611,1619373206,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: CO
SPECTOX LABS LLC,WESTMINSTER,CO,800212652,1174900187,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: CO
"TERRATOX LABORATORIES, INC.",WESTMINISTER,CO,800312929,1851748008,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: CO
"TISSUE GENETICS, INC",AURORA,CO,800457335,1700023181,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: CO
RCL GENOMICS LLC,DENVER,CO,802194720,1376288290,,,"Pathology, Clinical Laboratory Director, Non-physician",3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: CO
GENESIS GENETICS TEXAS,HOUSTON,TX,770076900,1356863302,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: TX
"INVITRO GENETICS, LLC",PLYMOUTH,MI,481702089,1386198059,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: MI
"ALERE TOXICOLOGY, INC.",CLEARWATER,FL,337602813,1396137162,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: FL
AMERICAN GENETICS INSTITUTE INC.,DELRAY BEACH,FL,334453897,1568084382,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: FL
"ANALYTIC GENETICS, L.L.C.",TALLAHASSEE,FL,323088702,1013632496,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: FL
APEX TOXICOLOGY,PORT ST LUCIE,FL,349862482,1619397783,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: FL
"ASSURED TOXICOLOGY SOLUTIONS, LLC",ORLANDO,FL,328117486,1699035691,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: FL
AVENTA GENOMICS LLC,ORLANDO,FL,328277686,1427739200,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: FL
"BOCA TOXICOLOGY, LLC",BOCA RATON,FL,334316002,1811360977,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: FL
CLARITY GENETICS LLC,FT LAUDERDALE,FL,333096302,1598117186,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: FL
"COALITION TOXICOLOGY, LLC",JUPITER,FL,334585285,1114308863,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: FL
DEEP BLUE TOXICOLOGY LLC,WEST PALM BEACH,FL,334032025,1396113809,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: FL
DRUG TESTING LLC,STUART,FL,349942160,1144460908,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: drug testing;Priority market: FL
"EAGLE TOXICOLOGY, LLC",JUPITER,FL,334585286,1407221336,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: FL
"EAST COAST TOXICOLOGY LABORATORIES, INC.",PEMBROKE PINES,FL,330243611,1285952762,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: FL
EYE CARE GENETICS,GAINESVILLE,FL,32601,1841935954,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: FL
GENETICS INSTITUTE OF AMERICA LABORATORY CORP,HOUSTON,TX,770563820,1902464134,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: TX
GENETICS INSTITUTE OF AMERICA LABORATORY FL1 CORP,DELRAY BEACH,FL,334453706,1023677499,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: FL
"ALERE GENETICS, INC.",CHAPEL HILL,NC,27514,1669465399,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NC
"CSI GENETICS, LLC",ALPHARETTA,GA,300054482,1295806552,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: GA
"G6 GENOMICS, LLC",ATLANTA,GA,303495591,1114346616,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: GA
PRAXIS GENOMICS LLC,ATLANTA,GA,303285684,1801483383,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: GA
PRIORITY TOXICOLOGY LABORATORIES,UNION CITY,GA,302912047,1740639434,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: GA
"PRIORITY TOXICOLOGY LABORATORIES, LLC",UNION CITY,GA,302912047,1518324300,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: GA
"KOKUA TOXICOLOGY, LLC",HAYWARD,CA,945413053,1578824082,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: CA
DECODE GENETICS INC.,WOODRIDGE,IL,605174957,1538355656,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: IL
"INSIGHT MEDICAL GENETICS, LLC",CHICAGO,IL,606114546,1831524438,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: IL
"AXIS FORENSIC TOXICOLOGY, INC.",INDIANAPOLIS,IN,462414352,1457804197,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: IN
"ALERE TOXICOLOGY SERVICES, INC",NORTH CHESTERFIELD,VA,232363045,1689874893,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: VA
"CLINTOX LABORATORIES, LLC",WEST MONROE,LA,712914453,1659435998,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: LA
"GENTOX LABORATORIES, LLC",BREAUX BRIDGE,LA,705174239,1205205283,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: LA
"HYBRID TOXICOLOGY, L.L.C.",BATON ROUGE,LA,708165235,1528456795,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: LA
LPS TOXICOLOGY LABORATORIES LLC,NEW ORLEANS,LA,70112,1043575103,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: LA
NORTH AMERICAN TOXICOLOGY,MANDEVILLE,LA,704717798,1982025193,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: LA
TRUEWAY DRUG TESTING & COMPLIANCE,LAFAYETTE,LA,705077025,1972459592,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: drug testing;Priority market: LA
"CHESAPEAKE TOXICOLOGY RESOURCES, LLC",FREDERICK,MD,217014763,1992160436,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MD
"METAMARK GENETICS, INC",DURHAM,NC,27709,1447774641,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NC
POTOMAC TOXICOLOGY LABORATORIES INC,FREDERICK,MD,217015901,1992697353,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MD
"REALTOX LABS, LLC",REISTERSTOWN,MD,211361230,1235533779,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: MD
SHADY GROVE CENTER FOR PREIMPLANTATION GENETICS,ROCKVILLE,MD,208506352,1316069115,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: MD
BLUEPRINT GENETICS INC.,MARLBOROUGH,MA,01752,1023063062,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: MA
"CENTER FOR HUMAN GENETICS, INC",CAMBRIDGE,MA,02139,1821153156,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: MA
"CLARITAS GENOMICS , INC",CAMBRIDGE,MA,021394559,1598158248,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: MA
HARVARD PARTNERS CENTER FOR GENETICS AND GENOMICS,CAMBRIDGE,MA,02139,1881810703,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: MA
"METAMARK GENETICS, INC",CAMBRIDGE,MA,021421200,1043631377,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: MA
"NATIONAL TOXICOLOGY SERVICES, INC",WOBURN,MA,018011865,1902834583,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MA
PARABASE GENOMICS INC,BOSTON,MA,022102377,1033454715,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: MA
VERITAS GENETICS INC.,DANVERS,MA,019231194,1336749670,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: MA
"ADVANCE TOXICOLOGY LABORATORIES, LLC",SOUTHFIELD,MI,480752738,1043615214,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MI
"BIOTOX LABORATORY, LLC",ALLEN PARK,MI,481012765,1346611092,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: MI
EVERIST GENOMICS,ANN ARBOR,MI,481089109,1568767929,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: MI
"EVERIST GENOMICS, INC.",ANN ARBOR,MI,481083371,1750668703,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: MI
"GENESIS GENETICS INSTITUTE, LLC",DETROIT,MI,482073104,1326283276,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: MI
IMAN TOXICOLOGY LLC,FLINT,MI,485072677,1942793609,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MI
"LAB GENOMICS, LLC",BRIGHTON,MI,481162204,1134889470,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: MI
MICHIGAN URINE TOXICOLOGY AND RESEARCH LLC,SAGINAW,MI,486032226,1790242725,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MI
"PHYSICIANS TOXICOLOGY LABORATORY, LLC",KALAMAZOO,MI,49001,1508169145,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MI
"STAT TOXICOLOGY, LLC",PORTAGE,MI,490021518,1346679370,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MI
TOTAL TOXICOLOGY LABS LLC,SOUTHFIELD,MI,480752740,1104229541,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MI
"USA PATHOLOGY AND TOXICOLOGY LABORATORIES, PLLC",SOUTHFIELD,MI,480752738,1134526536,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MI
WORLD WIDE TOXICOLOGY LLC,MONROE,MI,481624393,1992220057,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MI
SPARTAN GENETIX LLC,LANSING,MI,489103716,1730778291,,,"Pathology, Molecular Genetic Pathology",3,0,0,3,A,70,High,Tier A lab type: molecular;Priority market: MI
ADVANTA GENETICS LLC,TYLER,TX,757033333,1134559685,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: TX
1ST RATE COVID-19 SCREENING AND TOXICOLOGY SCREENING COMPANY,SAINT LOUIS,MO,631361567,1376297838,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MO
ABSOLUTE GENOMICS PHL LLC,MAYFIELD,PA,184331973,1548886922,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: PA
"AMERICAN TOXICOLOGY INSTITUTE, LLC",SAINT LOUIS,MO,631161606,1396085213,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MO
COFACTOR GENOMICS,SAINT LOUIS,MO,631101716,1568127611,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: MO
"HEARTLAND TOXICOLOGY, LLC",KANSAS CITY,MO,641451437,1821580374,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MO
"MIDWEST TOXICOLOGY GROUP, LLC",CREVE COEUR,MO,631417138,1790179422,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: MO
EMS TOXICOLOGY,LAS VEGAS,NV,891204410,1083004493,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: NV
"EUCYT LABORATORIES, L.L.C.",LAS VEGAS,NV,891182355,1235732918,,,"Pathology, Molecular Genetic Pathology",3,0,0,3,A,70,High,Tier A lab type: molecular;Priority market: NV
CANCER GENETICS INC.,RUTHERFORD,NJ,07070,1215980610,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NJ
CGC GENETICS INC.,NEWARK,NJ,07103,1720363476,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NJ
CGC GENETICS INC.,NEWARK,NJ,071032757,1467793208,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NJ
CLINICAL GENOMICS PATHOLOGY INC.,BRIDGEWATER,NJ,088071275,1316492705,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: NJ
COVIGEN MEDTOX LAB INC.,ELIZABETH,NJ,072082310,1407424328,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: NJ
DIAGNOSTIC GENETICS,LONG BRANCH,NJ,077406303,1356561864,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NJ
MEDLABS GENETICS,CEDAR KNOLLS,NJ,079272003,1871920645,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NJ
"ROSETTA GENOMICS, INC.",PHILADELPHIA,PA,191045504,1962641563,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: PA
"CHAMPLAIN TOXICOLOGY LAB, LLC",PLATTSBURGH,NY,129011217,1043869068,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: NY
"EMPIRE GENOMICS, LLC",BUFFALO,NY,142031536,1265853519,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: NY
"NEW AMSTERDAM GENOMICS, INC.",NEW YORK,NY,100097925,1093111312,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: NY
NUCLEUS GENOMICS INC.,NEW YORK,NY,10012,1912873266,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: NY
TRUETOX LABORATORIES LLC,GARDEN CITY PARK,NY,11040,1326386939,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: NY
WEILL CORNELL MEDICAL COLLEGE-MALE INFERTILITY GENETICS LABORATORY,NEW YORK,NY,100654870,1326281288,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NY
ALL IN ONE DRUG TESTING SERVICES,CORNELIUS,NC,280314017,1346549904,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: drug testing;Priority market: NC
CANCER GENETICS INC,MORRISVILLE,NC,275608537,1316307788,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: NC
"AURA GENETICS OF OHIO, LLC",BOARDMAN,OH,445125004,1891467643,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: OH
CAMBRIDGE TOXICOLOGY,ELYRIA,OH,440351649,1265113724,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: OH
CENTER FOR HUMAN GENETICS,CLEVELAND,OH,441062205,1578556353,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: OH
LA DOT DRUG TESTING CENTER LLC,DAYTON,OH,454022957,1255084935,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: drug testing;Priority market: OH
PREMIERE TOXICOLOGY LAB LLC,YOUNGSTOWN,OH,445124226,1356834352,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: OH
AVRIO GENETICS LLC,ALLENTOWN,PA,181043432,1720658438,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: PA
FALCON GENOMICS INC,ALLISON PARK,PA,151013180,1467844738,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: PA
HNL GENETICS LLC,ALLENTOWN,PA,181069371,1952866824,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: PA
LEHIGH VALLEY TOXICOLOGY LLC,BETHLEHEM,PA,180208922,1265846695,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: PA
OPUS GENOMICS,PLYMOUTH MEETING,PA,194621143,1871296673,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: PA
ORAL FLUID SERVICES OF PA,GREENSBURG,PA,156019183,1598038226,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: oral fluid;Priority market: PA
PERSONALIZED GENETICS LLC,PITTSBURGH,PA,152321700,1336598325,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genetics;Priority market: PA
"QUALITOX LABORATORIES, LLC",PITTSBURGH,PA,152751005,1972971265,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: PA
"STEELFUSION CLINICAL TOXICOLOGY LABORATORY, LLC",MONESSEN,PA,150621058,1538576376,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: PA
CALHOUN DRUG TESTING SERVICES,ANDERSON,SC,296211325,1174206312,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: drug testing;Priority market: SC
"GENTOX LABORATORIES, LLC",ANDERSON,SC,296217914,1942680459,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: tox lab;Priority market: SC
SELAH GENOMICS INC,GREENVILLE,SC,296013762,1003104597,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: genomics;Priority market: SC
SELECT TOXICOLOGY LAB STL LLC,MANNING,SC,291029242,1952790206,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: SC
"SELECT TOXICOLOGY LABS, LLC",MANNING,SC,291029242,1821427097,,,Clinical Medical Laboratory,3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: SC
TOXICOLOGY X DIAGNOSTICS SCREENINGS,NEWBERRY,SC,291083186,1518688993,,,"Pathology, Clinical Laboratory Director, Non-physician",3,0,0,3,A,70,High,Tier A lab type: toxicology;Priority market: SC
