Company Name,City,State,Zip,NPI,CLIA,License ID,Money Score,Pain Score,Fit Score,Total Score,Target Roles
KENZMI HEALTH,CHICAGO,IL,606441845,1578224010,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
KIDSX LLC,CHICAGO,IL,607073906,1710648787,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
IL DIAGNOSTICS CORP,PARK RIDGE,IL,600681464,1457078784,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
IL DIAGNOSTICS CORPORATION,WILLOWBROOK,IL,605275610,1083372973,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ILLIANA SLEEP CENTER INC,JOLIET,IL,604358118,1891817698,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ILLINIOS TECH LAB INC,NORTHBROOK,IL,600624106,1811658024,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ILLINOIS DEPARTMENT OF PUBLIC HEALTH,SPRINGFIELD,IL,62761,1891023164,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAB SERVE LLC,HICKORY HILLS,IL,604571732,1811656481,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAB WERKS INC,LOMBARD,IL,601485622,1750036968,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,BELLEVILLE,IL,622201952,1164509840,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,CHICAGO,IL,606313712,1376688937,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,CARBONDALE,IL,62901,1275020992,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
IYFMOA LABS INC,LINCOLNWOOD,IL,607121705,1790429215,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
JACKSONVILLE FAMILY HEALTH CARE LAB,JACKSONVILLE,IL,626503919,1568620409,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
JAM EQUITIES LLC,IOWA CITY,IA,522404410,1891447462,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
JNZ MEDICAL LLC,SOUTH BARRINGTON,IL,600109533,1851056493,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
JT LABS LLC,CHICAGO,IL,60639,1760124770,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
JUSTICE MED LAB,JUSTICE,IL,604581350,1336291236,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,MILLSTADT,IL,622602210,1992882666,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,EVANSTON,IL,602021056,1356986624,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,WAUKEGAN,IL,600853312,1851936058,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,COLUMBIA,IL,622363445,1366582645,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,ROCK ISLAND,IL,612015216,1649851270,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,BLOOMINGTON,IL,617042263,1811970007,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,BELVIDERE,IL,610083966,1578116901,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"KODO CARE, INC.",JOLIET,IL,604357830,1255048823,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
KSP BIOSCRIPT LLC,CHICAGO,IL,606434818,1740177385,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"L. MEDICINE LABS, LLC",BERWYN,IL,604023471,1053819722,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAB ELITE LLC,CHICAGO,IL,606312641,1487258943,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAB EXPRESS CORPORATION,OAK LAWN,IL,604532402,1891062287,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAB ONE LLC,FAIRFIELD,IL,628371218,1639417140,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,O FALLON,IL,622691953,1912084609,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,LOVES PARK,IL,611114155,1457904880,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,ROCKFORD,IL,611022112,1720631153,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,CHICAGO HEIGHTS,IL,604111744,1811497647,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,JOLIET,IL,604363172,1437672656,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,MARION,IL,629595209,1124805064,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,CARTERVILLE,IL,62918,1700373438,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,EFFINGHAM,IL,624012003,1467435651,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,ITASCA,IL,601432025,1083698534,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,SWANSEA,IL,622261969,1780762104,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,SMITHTON,IL,622852510,1114271186,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,NORTHBROOK,IL,600626401,1093420879,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,HOFFMAN ESTATES,IL,601945029,1548397987,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORYT CORPORATION OF AMERICA,GLEN CARBON,IL,620341904,1720165426,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,MURPHYSBORO,IL,62966,1619464336,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,NILES,IL,607145905,1326548678,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LCR GROUP LLC,JOLIET,IL,604352841,1942191127,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LEILANI LABORATORY,CHICAGO,IL,606412016,1912909961,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LEMEDIX MIDWEST LAB LLC,GLEN ELLYN,IL,60137,1508713892,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LIBERTY LABORATORY INC,WHITING,IN,463941602,1902882210,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LIBERTY MOBILE LABS INC,BOLINGBROOK,IL,604402504,1568949758,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LIFE CARE LABS INC,CHICAGO,IL,606303412,1912658287,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LIFE ENHANCEMENT HEALTH CARE INSTITUTE,CHICAGO,IL,606213746,1053916486,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LIFELINE BIOSCIENCES LLC,DOWNERS GROVE,IL,605151053,1962158980,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LIFEQUEST DIAGNOSTICS LLC,CHICAGO,IL,606593443,1235958182,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LIFESCAN LABORATORY, INC.",SKOKIE,IL,600771106,1144213885,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,MOLINE,IL,612651231,1568042034,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,EAST MOLINE,IL,612442134,1912587486,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,ELMHURST,IL,601261539,1235265976,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDLAB LLC,MESA,AZ,852027245,1710375076,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDLABS,PHOENIX,AZ,850346700,1174833164,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MEDSCOPE LABORATORIES,LLC",PHOENIX,AZ,850272650,1982071098,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDSTAR LABORATORY LLC,MESA,AZ,852027245,1376043448,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MESA MULTISPECIALTY, LLC",GILBERT,AZ,85233,1104381466,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MISSION LABORATORY SERVICES LLC,SCOTTSDALE,AZ,852513331,1831641224,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MOBILE LABORATORY SERVICES LLC,PHOENIX,AZ,850504283,1508699646,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MOBILE LABORATORY USA LLC,PHOENIX,AZ,850176208,1992388631,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA,FLAGSTAFF,AZ,860017224,1700969474,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORTION OF AMERICA,YUMA,AZ,853647158,1932181179,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORTION OF AMERICA,TUCSON,AZ,857112618,1922089523,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY SCIENCES OF ARIZONA LLC,TEMPE,AZ,852811210,1265613152,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORTAORY CORPORATION OF AMERICA,CHINO VALLEY,AZ,863235957,1124302732,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABRAD DIAGNOSTICS,HOUSTON,TX,770752436,1629694450,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LABRAD DIAGNOSTICS, LLC",PHOENIX,AZ,850346700,1043738503,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LAKE HAVASU MEDICAL LABORATORY,LTD.",LAKE HAVASU CITY,AZ,864035746,1558348151,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LILUKE ENTERPRISES LLC,LOMBARD,IL,601485317,1023413754,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LINCOLN HEALTH CARE SPECIALISTS LAB,LINCOLN,IL,626565059,1881852747,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LINCOLN HEALTHCARE INC,CHICAGO,IL,606593317,1083481519,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LIPID ANALYSIS, INC.",SPRINGFIELD,IL,627011014,1962495119,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LITHOLINK CORPORATION,ITASCA,IL,601432091,1699849786,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LITHOLINK CORPORATION,CHICAGO,IL,606123502,1437278355,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LONG TERM CARE LABORATORY, LLC.",ELK GROVE VILLAGE,IL,600076311,1760750665,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LOTION PRO INC,CHICAGO,IL,606593558,1760145387,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LOVEBIRD MOBILE LAB LLC,MATTESON,IL,604433084,1083361844,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LTD SALES INC,DOWNERS GROVE,IL,60515,1518627900,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LUCID LABS HEALTH LLC,CHICAGO,IL,606595244,1225749856,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABPRO INC,HARWOOD HEIGHTS,IL,607064549,1154624799,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAKESHORE CLINICAL LLC,ROCKFORD,IL,611082908,1124773130,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAKEVIEW DIAGNOSTICS INC.,WILMETTE,IL,60091,1548615149,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LC MEDICAL SUPPLIES INC,HOFFMAN ESTATES,IL,601694914,1770366767,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MAPLE DIAGNOSTICS INC.,MOUNT PROSPECT,IL,600562184,1043166564,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MARIA DIAGNOSTICS, INC",NORTHBROOK,IL,600622017,1740628668,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MARS LAB SERVICES INC,CHICAGO,IL,606453474,1972273340,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MASTWAAR CORPORATION INC,HANOVER PARK,IL,601333376,1952057135,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MB MEDICAL PLLC,BENSENVILLE,IL,601063399,1770263543,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MC MEDICAL SUPPLIES INC,HOFFMAN ESTATES,IL,601694914,1639850175,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MED LIFE LAB INC,OAK LAWN,IL,604537000,1831850312,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MED PRODUCTS CORP,CHICAGO,IL,606261604,1992466965,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MED RUSH CLINICAL LAB INC,DES PLAINES,IL,600163551,1245996412,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MED X DIAGNOSTICS LLC,WEST CHICAGO,IL,601851860,1831820745,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDBERI CORP,ROSEMONT,IL,600186705,1477294312,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDCARE LABORATORY INCORPORATED,HOFFMAN ESTATES,IL,601924565,1194449330,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDCARE LABS INC,ROSELLE,IL,601723572,1396413381,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LIFESCAN LABS OF ILLINOIS, LLC",CHICAGO,IL,60643,1851097059,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LIFESCAN LABS OF ILLINOIS, LLC",SKOKIE,IL,600771106,1922565506,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LIFESYNC HEALTH INC,CHICAGO,IL,606465721,1821865726,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDICAL ASSAY LABORATORY,WESTMONT,IL,605592780,1760414221,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MEDICAL DIAGNOSTIC LABORATORIES,LLC",BURR RIDGE,IL,605275811,1659088185,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MEDICAL DIAGNOSTIC LABORATORY, INC",BELLEVILLE,IL,622233557,1699706770,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDICAL INSTRUMENTATION CORP,DES PLAINES,IL,600164722,1194854885,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDICAL LAB EXPRESS INC,CHICAGO,IL,606392351,1952815896,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDICAL LABS INC,MOUNT PROSPECT,IL,600563215,1922756774,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDICAL RESEARCH CENTERS LLC,SCHAUMBURG,IL,601735835,1053191205,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDICAL TESTING INC,KILDEER,IL,600478543,1811642531,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDICARE LABORATORY SERVICES LLC,CHICAGO,IL,606594957,1780356725,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
